region_title;rank;rank;subject;questions;share
Курская область;10;10;Государственные награды. Награды и почетные знаки субъекта Российской Федерации. Ведомственные награды. Награды органов местного самоуправления;242;0.018243497926875
Ленинградская область;1;1;Налог на доходы физических лиц;2829;0.247831800262812
Ленинградская область;2;2;Налог на имущество;1284;0.112483574244415
Ленинградская область;3;3;Организация работы с налогоплательщиками;982;0.086027157249233
Ленинградская область;4;4;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;541;0.047393780113885
Ленинградская область;5;5;Юридические вопросы по налогам и сборам;431;0.037757336837495
Ленинградская область;6;6;Транспортный налог;384;0.033639947437582
Ленинградская область;7;7;Градостроительство. Архитектура и проектирование;374;0.032763907139728
Ленинградская область;8;8;Земельный налог;251;0.021988611476128
Ленинградская область;9;9;Комплексное благоустройство;234;0.020499342969777
Ленинградская область;10;10;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;184;0.016119141480508
Липецкая область;1;1;Комплексное благоустройство;387;0.038707741548310
Липецкая область;2;2;Права и свободы человека и гражданина;362;0.036207241448290
Липецкая область;3;3;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);350;0.035007001400280
Липецкая область;4;4;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;341;0.034106821364273
Липецкая область;5;5;Деятельность органов дознания и следствия;297;0.029705941188238
Липецкая область;6;6;Вопросы возбуждения уголовных дел;273;0.027305461092218
Липецкая область;7;7;Благоустройство и ремонт подъездных дорог, в том числе тротуаров;265;0.026505301060212
Липецкая область;8;8;Налог на имущество;261;0.026105221044209
Липецкая область;9;9;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;247;0.024704940988198
Липецкая область;10;10;Организация работы с налогоплательщиками;243;0.024304860972194
Магаданская область;1;1;Актуализация сведений об объектах налогообложения;83;0.065716547901821
Магаданская область;2;2;Оказание услуг в электронной форме. Пользование информационными ресурсами;56;0.044338875692795
Магаданская область;3;3;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);51;0.040380047505938
Магаданская область;4;4;Налоговая отчетность;41;0.032462391132225
Магаданская область;5;5;Трудовые отношения. Заключение, изменение и прекращение трудового договора;40;0.031670625494854
Магаданская область;6;6;Социальное обеспечение, социальная поддержка и социальная помощь семьям, имеющим детей, в том числе многодетным семьям и одиноким родителям, гражданам пожилого возраста, гражданам, находящимся в трудной жизненной ситуации, малоимущим гражданам;32;0.025336500395883
Магаданская область;7;7;Налог на доходы физических лиц;31;0.024544734758511
Магаданская область;8;8;Деятельность федеральных государственных органов, министерств и других федеральных органов исполнительной власти. Принимаемые решения;30;0.023752969121140
Магаданская область;9;9;Контроль и надзор в налоговой сфере;29;0.022961203483769
Магаданская область;10;10;Управляющие организации, товарищества собственников жилья и иные формы управления собственностью;26;0.020585906571655
Московская область;1;1;Налог на доходы физических лиц;9797;0.075152268299044
Московская область;2;2;Налог на имущество;9274;0.071140362989215
Московская область;3;3;Государственный жилищный контроль;8713;0.066836961691290
Московская область;4;4;Организация работы с налогоплательщиками;8003;0.061390589282153
Московская область;5;5;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;7656;0.058728770654025
Московская область;6;6;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;3996;0.030653104432273
Московская область;7;7;Транспортный налог;3652;0.028014298645311
Московская область;8;8;Земельный налог;3429;0.026303677452018
Московская область;9;9;Учет налогоплательщиков. Получение и отказ от ИНН;3053;0.023419401359292
Московская область;10;10;Комплексное благоустройство;2813;0.021578374066062
Мурманская область;1;1;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);1134;0.107835678965386
Мурманская область;2;2;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;371;0.035279573982503
Мурманская область;3;3;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;370;0.035184480791175
Мурманская область;4;4;Контроль и надзор в налоговой сфере;320;0.030429821224800
Мурманская область;5;5;Учет налогоплательщиков. Получение и отказ от ИНН;288;0.027386839102320
Мурманская область;6;6;Транспортный налог;234;0.022251806770635
Мурманская область;7;7;Уборка снега, опавших листьев, мусора и посторонних предметов;234;0.022251806770635
Мурманская область;8;8;Организация работы с налогоплательщиками;228;0.021681247622670
Мурманская область;9;9;Лечение и оказание медицинской помощи;210;0.019969570178775
Мурманская область;10;10;Комплексное благоустройство;203;0.019303917839483
Ненецкий автономный округ;1;1;Права и свободы человека и гражданина;66;0.136929460580913
Ненецкий автономный округ;2;2;Налог на имущество;20;0.041493775933610
Ненецкий автономный округ;3;3;Поступление на государственную службу Российской Федерации;16;0.033195020746888
Ненецкий автономный округ;4;4;Предоставление дополнительных льгот отдельным категориям граждан, установленных законодательством субъекта Российской Федерации (в том числе предоставление земельных участков многодетным семьям и др.);15;0.031120331950207
Ненецкий автономный округ;5;5;Налог на доходы физических лиц;15;0.031120331950207
Ненецкий автономный округ;6;6;Загрязнение окружающей среды, сбросы, выбросы, отходы;14;0.029045643153527
Ненецкий автономный округ;7;7;Запросы архивных данных;12;0.024896265560166
Ненецкий автономный округ;8;8;Предоставление жилого помещения по договору коммерческого найма;12;0.024896265560166
Ненецкий автономный округ;9;9;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);12;0.024896265560166
Ненецкий автономный округ;10;10;Социальное обеспечение, социальная поддержка и социальная помощь семьям, имеющим детей, в том числе многодетным семьям и одиноким родителям, гражданам пожилого возраста, гражданам, находящимся в трудной жизненной ситуации, малоимущим гражданам;12;0.024896265560166
Нижегородская область;1;1;Комплексное благоустройство;2195;0.076592923441971
Нижегородская область;2;2;Налог на доходы физических лиц;1962;0.068462558447903
Нижегородская область;3;3;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;1608;0.056109986740177
Нижегородская область;4;4;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;830;0.028962244399470
Нижегородская область;5;5;Учет налогоплательщиков. Получение и отказ от ИНН;762;0.026589434014935
Нижегородская область;6;6;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);725;0.025298346011585
Нижегородская область;7;7;Лечение и оказание медицинской помощи;608;0.021215716379371
Нижегородская область;8;8;Благоустройство и ремонт подъездных дорог, в том числе тротуаров;580;0.020238676809268
Нижегородская область;9;9;Уборка снега, опавших листьев, мусора и посторонних предметов;552;0.019261637239165
Нижегородская область;10;10;Права и свободы человека и гражданина Подвопрос: за рубежом;534;0.018633540372671
Новгородская область;1;1;Налог на доходы физических лиц;338;0.081035722848238
Новгородская область;2;2;Налог на имущество;212;0.050827139774634
Новгородская область;3;3;Организация работы с налогоплательщиками;209;0.050107887796691
Новгородская область;4;4;Комплексное благоустройство;153;0.036681850875090
Новгородская область;5;5;Транспортный налог;148;0.035483097578518
Новгородская область;6;6;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;101;0.024214816590746
Новгородская область;7;7;Государственная регистрация прав на недвижимое имущество и сделок с ним;96;0.023016063294174
Новгородская область;8;8;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;92;0.022057060656917
Новгородская область;9;9;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);85;0.020378806041717
Новгородская область;10;10;Права и свободы человека и гражданина;82;0.019659554063774
Новосибирская область;1;1;Налог на доходы физических лиц;2466;0.066959921798631
Новосибирская область;2;2;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;1833;0.049771912675138
Новосибирская область;3;3;Транспортный налог;1434;0.038937764744216
Новосибирская область;4;4;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;1191;0.032339524275008
Новосибирская область;5;5;Опека и попечительство. Службы по обслуживанию детей, оказавшихся в трудной жизненной ситуации;991;0.026908873683067
Новосибирская область;6;6;Актуализация сведений об объектах налогообложения;978;0.026555881394591
Новосибирская область;7;7;Налог на имущество;891;0.024193548387097
Новосибирская область;8;8;Комплексное благоустройство;829;0.022510046703595
Новосибирская область;9;9;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);803;0.021804062126643
Новосибирская область;10;10;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;720;0.019550342130987
Омская область;1;1;Налог на доходы физических лиц;1114;0.044836190936167
Омская область;2;2;Налог на имущество;1081;0.043508009337519
Омская область;3;3;Обращение с твердыми коммунальными отходами;995;0.040046687595589
Омская область;4;4;Транспортный налог;813;0.032721564839411
Омская область;5;5;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);579;0.023303549867182
Омская область;6;6;Комплексное благоустройство;507;0.020405699106496
Омская область;7;7;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;493;0.019842228125252
Омская область;8;8;Учет налогоплательщиков. Получение и отказ от ИНН;464;0.018675038235531
Омская область;9;9;Регистрация юридических лиц, физических лиц в качестве индивидуальных предпринимателей и крестьянских (фермерских) хозяйств;458;0.018433550672140
Омская область;10;10;Выплата заработной платы;455;0.018312806890445
Оренбургская область;1;1;Налог на доходы физических лиц;565;0.049819239925932
Оренбургская область;2;2;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;398;0.035093907062869
Оренбургская область;3;3;Организация работы с налогоплательщиками;348;0.030685124768539
Оренбургская область;4;4;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;332;0.029274314434353
Оренбургская область;5;5;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);315;0.027775328454281
Оренбургская область;6;6;Работа медицинских учреждений и их сотрудников;287;0.025306410369456
Оренбургская область;7;7;Налог на имущество;233;0.020544925491579
Оренбургская область;8;8;Регистрация юридических лиц, физических лиц в качестве индивидуальных предпринимателей и крестьянских (фермерских) хозяйств;232;0.020456749845693
Оренбургская область;9;9;Права и свободы человека и гражданина;229;0.020192222908033
Оренбургская область;10;10;Лечение и оказание медицинской помощи;217;0.019134115157394
Орловская область;1;1;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);549;0.077280405405405
Орловская область;2;2;Налог на имущество;430;0.060529279279279
Орловская область;3;3;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;330;0.046452702702703
Орловская область;4;4;ОСАГО;258;0.036317567567568
Орловская область;5;5;Организация работы с налогоплательщиками;237;0.033361486486486
Орловская область;6;6;Комплексное благоустройство;187;0.026323198198198
Орловская область;7;7;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;160;0.022522522522523
Орловская область;8;8;Строительство и реконструкция дорог;152;0.021396396396396
Орловская область;9;9;Деятельность органов дознания и следствия;147;0.020692567567568
Орловская область;10;10;Транспортный налог;130;0.018299549549550
Пензенская область;1;1;Организация работы с налогоплательщиками;534;0.079358002674989
Пензенская область;2;2;Налог на доходы физических лиц;293;0.043542874126913
Пензенская область;3;3;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;288;0.042799821667410
Пензенская область;4;4;Деятельность органов дознания и следствия;201;0.029870708872046
Пензенская область;5;5;Комплексное благоустройство;184;0.027344330509734
Пензенская область;6;6;Транспортный налог;174;0.025858225590727
Пензенская область;7;7;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;148;0.021994352801308
Пензенская область;8;8;Налог на имущество;125;0.018576311487591
Пензенская область;9;9;Права и свободы человека и гражданина;122;0.018130480011889
Пензенская область;10;10;Актуализация сведений об объектах налогообложения;117;0.017387427552385
Пермский край;1;1;Организация работы с налогоплательщиками;1510;0.058504455637350
Пермский край;2;2;Права и свободы человека и гражданина;1341;0.051956605966680
Пермский край;3;3;Налог на доходы физических лиц;1249;0.048392096086788
Пермский край;4;4;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;968;0.037504843084076
Пермский край;5;5;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;665;0.025765207283998
Пермский край;6;6;Комплексное благоустройство;613;0.023750484308408
Пермский край;7;7;Предоставление коммунальных услуг ненадлежащего качества;539;0.020883378535451
Пермский край;8;8;Налог на имущество;537;0.020805889190236
Пермский край;9;9;Поступление в образовательные организации Подвопрос: дошкольное образование;508;0.019682293684618
Пермский край;10;10;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);472;0.018287485470748
Приморский край;1;1;Организация работы с налогоплательщиками;1314;0.096369636963696
Приморский край;2;2;Деятельность органов дознания и следствия;590;0.043270993766043
Приморский край;3;3;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;555;0.040704070407041
Приморский край;4;4;Транспортный налог;512;0.037550421708838
Приморский край;5;5;Налог на имущество;442;0.032416574990832
Приморский край;6;6;Актуализация сведений об объектах налогообложения;390;0.028602860286029
Приморский край;7;7;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;370;0.027136046938027
Приморский край;8;8;Налог на доходы физических лиц;367;0.026916024935827
Приморский край;9;9;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);295;0.021635496883022
Приморский край;10;10;Выплата заработной платы;292;0.021415474880821
Псковская область;1;1;Государственные награды. Награды и почетные знаки субъекта Российской Федерации. Ведомственные награды. Награды органов местного самоуправления;446;0.124095715080690
Псковская область;2;2;Организация работы с налогоплательщиками;250;0.069560378408459
Псковская область;3;3;Арендные отношения в области землепользования;214;0.059543683917641
Псковская область;4;4;Права и свободы человека и гражданина;159;0.044240400667780
Псковская область;5;5;Комплексное благоустройство;116;0.032276015581525
Псковская область;6;6;Налог на имущество;106;0.029493600445186
Псковская область;7;7;Актуализация сведений об объектах налогообложения;94;0.026154702281580
Псковская область;8;8;Земельный налог;89;0.024763494713411
Псковская область;9;9;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;88;0.024485253199777
Псковская область;10;10;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;75;0.020868113522538
Республика Адыгея;1;1;Деятельность судебных приставов;118;0.096326530612245
Республика Адыгея;2;2;Организация работы с налогоплательщиками;70;0.057142857142857
Республика Адыгея;3;3;Налог на доходы физических лиц;56;0.045714285714286
Республика Адыгея;4;4;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;53;0.043265306122449
Республика Адыгея;5;5;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;41;0.033469387755102
Республика Адыгея;6;6;Выплата заработной платы;39;0.031836734693878
Республика Адыгея;7;7;Налог на имущество;28;0.022857142857143
Республика Адыгея;8;8;Учет налогоплательщиков. Получение и отказ от ИНН;26;0.021224489795918
Республика Адыгея;9;9;Права и свободы человека и гражданина;26;0.021224489795918
Республика Адыгея;10;10;Эксплуатация и ремонт государственного, муниципального и ведомственного жилищного фондов;21;0.017142857142857
Республика Алтай;1;1;Государственный жилищный контроль;31;0.028181818181818
Республика Алтай;2;2;Просьбы об оказании финансовой помощи;30;0.027272727272727
Республика Алтай;3;3;Благоустройство и ремонт подъездных дорог, в том числе тротуаров;29;0.026363636363636
Республика Алтай;4;4;Учет налогоплательщиков. Получение и отказ от ИНН;27;0.024545454545455
Республика Алтай;5;5;Налог на доходы физических лиц;25;0.022727272727273
Республика Алтай;6;6;Актуализация сведений об объектах налогообложения;24;0.021818181818182
Республика Алтай;7;7;Заработная плата педагогических работников;23;0.020909090909091
Республика Алтай;8;8;Деятельность органов дознания и следствия;20;0.018181818181818
Республика Алтай;9;9;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;19;0.017272727272727
Республика Алтай;10;10;Трудовые отношения. Заключение, изменение и прекращение трудового договора;19;0.017272727272727
Республика Башкортостан;1;1;Организация работы с налогоплательщиками;1464;0.071578741504914
Республика Башкортостан;2;2;Налог на доходы физических лиц;1211;0.059208918007138
Республика Башкортостан;3;3;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;803;0.039260744145113
Республика Башкортостан;4;4;Деятельность судебных приставов;569;0.027819879724246
Республика Башкортостан;5;5;Выплата заработной платы;496;0.024250721165599
Республика Башкортостан;6;6;Получение разрешения на выезд из Российской Федерации. Ограничение выезда в связи с прохождением службы Подвопрос: участие субъектов Российской Федерации в отношениях, регулируемых гражданским законодательством;482;0.023566225003667
Республика Башкортостан;7;7;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;447;0.021854984598836
Республика Башкортостан;8;8;Транспортный налог;436;0.021317166185890
Республика Башкортостан;9;9;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);391;0.019116999951107
Республика Башкортостан;10;10;Получение налоговых уведомлений об уплате налога;323;0.015792304307437
Республика Бурятия;1;1;Организация работы с налогоплательщиками;285;0.060535259133390
Республика Бурятия;2;2;Нехватка мест в дошкольных образовательных организациях;239;0.050764655904843
Республика Бурятия;3;3;Налог на доходы физических лиц;184;0.039082412914189
Республика Бурятия;4;4;Транспортный налог;152;0.032285471537808
Республика Бурятия;5;5;Налог на имущество;142;0.030161427357689
Республика Бурятия;6;6;Права и свободы человека и гражданина;91;0.019328802039082
Республика Бурятия;7;7;Земельный налог;86;0.018266779949023
Республика Бурятия;8;8;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;72;0.015293118096856
Республика Бурятия;9;9;Оплата коммунальных услуг и электроэнергии, в том числе льготы;72;0.015293118096856
Республика Бурятия;10;10;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;68;0.014443500424809
Республика Дагестан;1;1;Организация работы с налогоплательщиками;458;0.068348007760036
Республика Дагестан;2;2;Права и свободы человека и гражданина Подвопрос: за рубежом;380;0.056707954036711
Республика Дагестан;3;3;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;333;0.049694075511118
Республика Дагестан;4;4;Градостроительство. Архитектура и проектирование;275;0.041038650947620
Республика Дагестан;5;5;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;250;0.037307864497836
Республика Дагестан;6;6;Налог на доходы физических лиц;204;0.030443217430234
Республика Дагестан;7;7;Тарифы и льготы на бытовое услуги;180;0.026861662438442
Республика Дагестан;8;8;Деятельность субъектов торговли, торговые точки, организация торговли;126;0.018803163706909
Республика Дагестан;9;9;Исполнение судебных решений;123;0.018355469332935
Республика Дагестан;10;10;Действие (бездействие) при рассмотрении обращения;118;0.017609312042979
Республика Ингушетия;1;1;Деятельность органов дознания и следствия;23;0.048523206751055
Республика Ингушетия;2;2;Трудовые отношения. Заключение, изменение и прекращение трудового договора;18;0.037974683544304
Республика Ингушетия;3;3;Социальное обеспечение, социальная поддержка и социальная помощь семьям, имеющим детей, в том числе многодетным семьям и одиноким родителям, гражданам пожилого возраста, гражданам, находящимся в трудной жизненной ситуации, малоимущим гражданам;18;0.037974683544304
Республика Ингушетия;4;4;Деятельность федеральных государственных органов, министерств и других федеральных органов исполнительной власти. Принимаемые решения;15;0.031645569620253
Республика Ингушетия;5;5;Просьбы об оказании финансовой помощи;13;0.027426160337553
Республика Ингушетия;6;6;Переселение из подвалов, бараков, коммуналок, общежитий, аварийных домов, ветхого жилья, санитарно-защитной зоны;12;0.025316455696203
Республика Ингушетия;7;7;Лекарственное обеспечение;11;0.023206751054852
Республика Ингушетия;8;8;Защита прав на землю и рассмотрение земельных споров;11;0.023206751054852
Республика Ингушетия;9;9;Выделение земельных участков для индивидуального жилищного строительства;10;0.021097046413502
Республика Ингушетия;10;10;Трудоустройство. Безработица. Органы службы занятости. Государственные услуги в области содействия занятости населения;10;0.021097046413502
Республика Калмыкия;1;1;Налог на доходы физических лиц;39;0.041980624327234
Республика Калмыкия;2;2;Контроль исполнения налогового законодательства физическими и юридическими лицами;38;0.040904198062433
Республика Калмыкия;3;3;Организация работы с налогоплательщиками;31;0.033369214208827
Республика Калмыкия;4;4;Права и свободы человека и гражданина;26;0.027987082884822
Республика Калмыкия;5;5;Качество товаров. Защита прав потребителей;24;0.025834230355221
Республика Калмыкия;6;6;Актуализация сведений об объектах налогообложения;23;0.024757804090420
Республика Калмыкия;7;7;Учет налогоплательщиков. Получение и отказ от ИНН;22;0.023681377825619
Республика Калмыкия;8;8;Назначение пенсии;19;0.020452099031216
Республика Калмыкия;9;9;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);18;0.019375672766416
Республика Калмыкия;10;10;Деятельность органов дознания и следствия;18;0.019375672766416
Республика Карелия;1;1;Организация работы с налогоплательщиками;932;0.180655165729793
Республика Карелия;2;2;Деятельность органов дознания и следствия;233;0.045163791432448
Республика Карелия;3;3;Актуализация сведений об объектах налогообложения;200;0.038767202946307
Республика Карелия;4;4;Охрана объектов животного мира и среды их обитания;184;0.035665826710603
Республика Карелия;5;5;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;172;0.033339794533824
Республика Карелия;6;6;Переселение из подвалов, бараков, коммуналок, общежитий, аварийных домов, ветхого жилья, санитарно-защитной зоны;111;0.021515797635201
Республика Карелия;7;7;Права и свободы человека и гражданина Подвопрос: за рубежом;106;0.020546617561543
Республика Карелия;8;8;Налог на доходы физических лиц;85;0.016476061252181
Республика Карелия;9;9;Назначение пенсии;72;0.013956193060671
Республика Карелия;10;10;Лечение и оказание медицинской помощи;65;0.012599340957550
Республика Коми;1;1;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);371;0.047442455242967
Республика Коми;2;2;Налог на доходы физических лиц;352;0.045012787723785
Республика Коми;3;3;Актуализация сведений об объектах налогообложения;274;0.035038363171356
Республика Коми;4;4;Налог на имущество;252;0.032225063938619
Республика Коми;5;5;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;240;0.030690537084399
Республика Коми;6;6;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;196;0.025063938618926
Республика Коми;7;7;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;170;0.021739130434783
Республика Коми;8;8;Отбывание наказания в исправительных учреждениях;160;0.020460358056266
Республика Коми;9;9;Организация работы с налогоплательщиками;134;0.017135549872123
Республика Коми;10;10;Управляющие организации, товарищества собственников жилья и иные формы управления собственностью;131;0.016751918158568
Республика Крым;1;1;Права и свободы человека и гражданина;930;0.038355260444591
Республика Крым;2;2;Организация работы с налогоплательщиками;733;0.030230543984823
Республика Крым;3;3;Градостроительство. Архитектура и проектирование;617;0.025446446983132
Республика Крым;4;4;Комплексное благоустройство;605;0.024951540396750
Республика Крым;5;5;Результаты рассмотрения обращения;567;0.023384336206541
Республика Крым;6;6;Перерасчет размеров пенсий;561;0.023136882913350
Республика Крым;7;7;Деятельность органов исполнительной власти субъекта Российской Федерации. Принимаемые решения;524;0.021610920938673
Республика Крым;8;8;Защита прав на землю и рассмотрение земельных споров;458;0.018888934713573
Республика Крым;9;9;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);401;0.016538128428259
Республика Крым;10;10;Выполнение государственных требований при осуществлении строительной деятельности, соблюдение СНИПов;388;0.016001979626346
Республика Марий Эл;1;1;Налог на доходы физических лиц;240;0.088659032138899
Республика Марий Эл;2;2;Возврат или зачет излишне уплаченных или излишне взысканных сумм налогов, сборов, взносов, пеней и штрафов;214;0.079054303657185
Республика Марий Эл;3;3;Учет налогоплательщиков. Получение и отказ от ИНН;101;0.037310676025120
Республика Марий Эл;4;4;Налог на имущество;98;0.036202438123384
Республика Марий Эл;5;5;Оплата жилищно-коммунальных услуг (ЖКХ), взносов в Фонд капитального ремонта;96;0.035463612855560
Республика Марий Эл;6;6;Транспортный налог;85;0.031400073882527
Республика Марий Эл;7;7;Оказание услуг в электронной форме. Пользование информационными ресурсами;82;0.030291835980791
Республика Марий Эл;8;8;Организация работы с налогоплательщиками;81;0.029922423346878
Республика Марий Эл;9;9;Задолженность но налогам, сборам и взносам в бюджеты государственных внебюджетных фондов;55;0.020317694865164
Республика Марий Эл;10;10;Противопожарная служба, соблюдение норм противопожарной безопасности;52;0.019209456963428
Республика Мордовия;1;1;Организация работы с налогоплательщиками;178;0.080506558118498
Республика Мордовия;2;2;Налог на доходы физических лиц;103;0.046585255540479
Республика Мордовия;3;3;Государственный кадастровый учет недвижимого имущества;80;0.036182722749887
Республика Мордовия;4;4;Комплексное благоустройство;64;0.028946178199910
Республика Мордовия;5;5;Содержание общего имущества (канализация, вентиляция, кровля, ограждающие конструкции, инженерное оборудование, места общего пользования, придомовая территория);56;0.025327905924921
Республика Мордовия;6;6;Строительство и реконструкция дорог;51;0.023066485753053
